V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119
0.0,0.0,0.275,0.05,0.2,0.0384615,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.5,0.5,0.678842,0.553571,0.64,0.4,1,1,0.666667,0.6,0.734419,0.643275,0.672414,0.479452,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.00446428571429,0.7,0.466666668653,1,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.994628211953,0.444444444444,0.1875,1,0.998759540651,0.555555555556,0.333333343267,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.999969289739,0.0
1.0,0.75,0.857143,0.857143,0.833333,0.833333,1,0,1.0,0.5,0.666667,0.666667,0.454545,0.5,2,1,0.0,0.0,0.8,0.5,0.8,0.5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.111111,0.0,0.111111,0.0,1,1,0.333333,0.166667,0.492593,0.388889,0.333333,0.292683,1,1,0.666667,0.181818,0.314286,0.285714,0.202899,0.254902,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.84380224718,0.333333333333,0.117647059262,1,0.978772480324,0.4,0.222222223878,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.966429390158,0.0
1.0,0.5,0.666667,0.666667,0.277778,0.315789,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.166667,0.166667,0.399537,0.25,0.341463,0.16129,1,1,1.0,0.285714,0.444444,0.444444,0.25,0.270833,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.979924291049,0.555555555556,0.176470592618,1,0.985267977618,0.4,0.235294118524,1,0.979662116495,0.555555555556,0.1875,1,0.985299625182,0.5,0.25,1,0.99935712511,0.999346847687
1.0,1.0,1.0,1.0,1.0,1.0,1,1,0.0,0.0,0.106061,0.0,0.0526316,0.0,1,1,0.0,0.0,0.4,0.0,0.4,0.0,1,1,0.0,0.0,0.212245,0.0,0.12,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.106061,0.0,0.0526316,0.0,1,1,0.2,0.1,0.341544,0.133333,0.203704,0.0410959,1,1,0.333333,0.181818,0.435859,0.235294,0.295082,0.128205,1,1,0.0,0.0,0.4,0.0,0.4,0.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,2,3.82421900843e-07,0.454545454545,0.20000000298,1,3.8175107692e-07,0.454545454545,0.20000000298,1,0.0,0.0,0.0,1,0.783574706992,0.333333333333,0.111111111939,1,0.71067720004,0.3,0.157894730568,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.805136621438,0.0
0.5,0.333333,0.76,0.628571,0.923077,0.6875,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.875,0.875,0.875,0.875,0.944444,0.85,1,1,0.875,0.875,0.910714,0.883929,0.878049,0.73913,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,2,0.0,0.0,0.0,0,1.0,1.0,1.0,2,0.999339836104,0.6,0.25,1,0.999170588494,0.6,0.20000000298,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.999998874543,0.0
0.25,0.2,0.466667,0.297138,0.5,0.275,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.571429,0.571429,0.673469,0.642857,0.734694,0.661017,1,1,0.857143,0.857143,0.857143,0.857143,0.959184,0.903846,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.025,0.5,0.25,1,0.999783346949,0.555555555556,0.333333343267,1,0.999889512209,0.7,0.375,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.999999940831,0.0
0.0,0.0,0.207407,0.037037,0.25,0.0232558,0,0,0.666667,0.666667,0.933333,0.791667,1.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.875,0.875,0.975,0.921875,1.0,1.0,1,1,0.875,0.875,0.916667,0.90625,0.904762,0.880952,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,2,0.0,0.0,0.0,0,1.0,1.0,1.0,2,0.999995900017,0.777777777778,0.538461565971,1,0.999984700234,0.7,0.428571432829,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.999999999749,0.0
1.0,0.6,0.75,0.75,0.647059,0.647059,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,1.0,1.0,2,0.999731072342,0.666666666667,0.333333343267,1,0.999898710261,0.7,0.375,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.999999917377,0.0
0.0,0.0,0.229167,0.0529557,0.230769,0.055555600000000004,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,0.0,0.147059,0.06,0.3,0.0967742,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.6,0.6,0.658824,0.624,0.588235,0.377778,1,1,0.6,0.6,0.658824,0.624,0.674419,0.481481,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.00021542438604,0.6,0.375,1,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.998395578306,0.666666666667,0.25,1,0.999528722207,0.6,0.375,1,0.998395578306,0.5,0.285714298487,1,0.999528222679,0.666666666667,0.428571432829,1,0.999997195247,0.999997194775
0.0,0.0,0.0666667,0.0,0.07692310000000001,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,2,0.0,0.0,0.0,0,1.0,1.0,1.0,2,1.0,1.0,1.0,2,1.0,1.0,1.0,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,0.0
1.0,0.666667,0.8,0.8,0.47618999999999995,0.5,1,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.888889,0.888889,0.944444,0.920635,0.722222,0.839286,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,1.0,1.0,2,1.0,1.0,1.0,2,1.0,1.0,1.0,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,1,1,0.0,0.0,0.322222,0.0392157,0.307692,0.05,1,1,0.0,0.0,0.6,0.2,0.6,0.2,1,1,0.166667,0.166667,0.419643,0.226852,0.272727,0.0961538,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.322222,0.0392157,0.307692,0.05,1,1,0.111111,0.1,0.43609,0.210657,0.366667,0.123457,1,1,0.25,0.111111,0.444872,0.238591,0.309524,0.210526,1,1,0.0,0.0,0.6,0.2,0.6,0.2,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,2,3.32326384389e-06,0.545454545455,0.263157904148,1,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.986944111131,0.4,0.20000000298,1,0.990375530594,0.6,0.222222223878,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.999730637194,0.0
0.0,0.0,0.14444400000000002,0.0,0.117647,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.25,0.0,0.25,0.0,1,1,0.0,0.0,0.25,0.0571429,0.26087,0.025641,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.2,0.125,0.365385,0.195604,0.333333,0.0677966,1,1,0.2,0.125,0.365385,0.195604,0.466667,0.188406,1,1,0.0,0.0,0.25,0.0,0.25,0.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,2,4.98543457926e-09,0.2,0.047619048506,1,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.305323169003,0.333333333333,0.0,1,0.55808059119,0.2,0.047619048506,1,0.305322162206,0.125,0.0,1,0.558086166272,0.222222222222,0.0526315793395,1,0.146979851601,0.14697940233
1.0,1.0,1.0,1.0,1.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.833333,0.5,0.71875,0.65625,0.595745,0.590909,1,1,0.857143,0.461538,0.6,0.6,0.492958,0.59322,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,2,0.0,0.0,0.0,0,1.0,1.0,1.0,2,0.999937303931,0.666666666667,0.428571432829,1,0.997350239883,0.4,0.222222223878,1,0.983822804855,0.444444444444,0.214285716414,1,0.999625939973,0.6,0.40000000596,1,0.999992937532,0.999729554309
1.0,0.5,0.666667,0.666667,0.583333,0.6153850000000001,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.4,0.333333,0.609091,0.433333,0.466667,0.380952,1,1,0.833333,0.833333,0.916667,0.866667,0.969697,0.888889,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.333333333333,0.75,0.428571432829,1,0.999924605685,0.555555555556,0.333333343267,1,0.999869417054,0.7,0.375,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.999999977258,0.0
1.0,1.0,1.0,1.0,1.0,1.0,1,1,0.0,0.0,0.0909091,0.0,0.0909091,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.666667,0.666667,0.777778,0.75,0.764706,0.684211,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.428571,0.375,0.520707,0.457672,0.522727,0.333333,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,1.0,1.0,2,1.0,1.0,1.0,2,1.0,1.0,1.0,2,0.999797963732,0.466666666667,0.25,1,0.99985915714,0.538461538462,0.25,1,1.0,0.999999939323
0.0,0.0,0.140693,0.030302999999999997,0.0454545,0.0208333,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,0.0,0.252083,0.0477273,0.304348,0.0571429,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.428571,0.428571,0.572619,0.455844,0.644444,0.421053,1,1,0.428571,0.375,0.561111,0.422857,0.644444,0.380952,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.111111111111,0.5,0.285714298487,1,0.984959665902,0.555555555556,0.25,1,0.995075768054,0.5,0.29411765933,1,0.985004294619,0.5,0.214285716414,1,0.995080322884,0.555555555556,0.357142865658,1,0.99974240483,0.999743852316
1.0,0.4,0.571429,0.571429,0.470588,0.594595,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.75,0.6,0.84418,0.785714,0.75,0.75,1,1,0.875,0.777778,0.882353,0.823529,0.833333,0.864865,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.333333333333,0.666666666667,0.333333343267,1,0.999336840073,0.555555555556,0.25,1,0.999238380506,0.5,0.29411765933,1,0.999799040393,0.625,0.454545468092,1,0.999921006241,0.666666666667,0.5,1,0.999998978687,0.999999953358
1.0,1.0,1.0,1.0,1.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,0.714286,0.833333,0.833333,0.5,0.818182,2,1,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,6.50967924207e-07,0.363636363636,0.263157904148,1,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.999945802937,0.666666666667,0.428571432829,1,0.999943003249,0.7,0.375,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.999999993813,0.0
0.5,0.333333,0.466667,0.4,0.263158,0.304348,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.6,0.5,0.666667,0.575758,0.535714,0.378378,1,1,0.714286,0.5,0.640523,0.588235,0.603774,0.453125,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,2,0.0,0.0,0.0,0,1.0,1.0,1.0,2,0.992957449291,0.333333333333,0.1875,1,0.994242836853,0.5,0.235294118524,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.999916173581,0.0
1.0,1.0,1.0,1.0,1.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.75,0.75,0.791667,0.765625,0.583333,0.464286,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,0.714286,0.833333,0.833333,0.685714,0.694444,2,1,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,2,0.0,0.0,0.0,0,1.0,1.0,1.0,2,0.999985000225,0.777777777778,0.428571432829,1,0.999970700858,0.7,0.428571432829,1,1.0,1.0,1.0,2,0.999998000004,0.888888888889,0.666666686535,1,0.999999998917,0.999999999996
1.0,0.28571399999999997,0.44444399999999995,0.44444399999999995,0.35897399999999996,0.416667,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.833333,0.833333,0.833333,0.833333,0.615385,0.606061,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,1.0,1.0,2,1.0,1.0,1.0,2,1.0,1.0,1.0,2,0.998007179264,0.555555555556,0.266666680574,1,0.999683899951,0.6,0.40000000596,1,1.0,0.999995912824
0.0,0.0,0.166667,0.0,0.166667,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,1.0,1.0,2,1.0,1.0,1.0,2,1.0,1.0,1.0,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,0.0
0.333333,0.333333,0.425926,0.333333,0.44,0.257143,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.4,0.25,0.429487,0.320513,0.454545,0.285714,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0178571428571,0.5,0.25,1,1.0,1.0,1.0,2,1.0,1.0,1.0,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,0.0
1.0,0.75,0.857143,0.857143,0.695652,0.708333,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.555556,0.555556,0.788889,0.62037,0.653846,0.559322,1,1,0.666667,0.25,0.527273,0.424242,0.369565,0.326531,1,1,0.0,0.0,0.8,0.333333,0.8,0.333333,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,1.0,1.0,2,0.931895840511,0.222222222222,0.111111111939,1,0.985344964345,0.5,0.222222223878,1,0.957047699257,0.285714285714,0.142857149243,1,0.994119287356,0.5,0.266666680574,1,0.994468683102,0.997954983124
0.5,0.5,0.714286,0.666667,0.5,0.727273,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,0.75,0.857143,0.857143,0.842105,0.85,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,0.875,0.933333,0.933333,0.918919,0.918919,2,1,0.888889,0.888889,0.888889,0.888889,0.959184,0.884615,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,2,0.0,0.0,0.0,0,1.0,1.0,1.0,2,0.999652620714,0.6,0.333333343267,1,0.999847823161,0.6,0.40000000596,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.999999856079,0.0
1.0,0.2,0.333333,0.333333,0.181818,0.241379,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,0.833333,0.909091,0.909091,0.794118,0.828571,2,1,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,1.0,1.0,1.0,2,1.0,1.0,1.0,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,2,0.0,0.0,0.0,0,1.0,1.0,1.0,2,1.0,1.0,1.0,2,1.0,1.0,1.0,2,1.0,1.0,1.0,2,1.0,1.0,1.0,2,1.0,1.0
0.666667,0.5,0.634921,0.571429,0.384615,0.37837800000000005,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.5,0.5,0.53125,0.5,0.5,0.315789,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,1.0,1.0,1.0,2,1.0,1.0,1.0,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,0.0
0.0,0.0,0.0952381,0.0,0.0909091,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.5,0.5,0.819444,0.666667,0.65625,0.585366,1,1,0.571429,0.571429,0.75102,0.695238,0.767442,0.607843,1,1,0.0,0.0,0.4,0.2,0.4,0.2,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.00645161290323,0.727272727273,0.5,1,0.0,0.0,0.0,0,1.0,1.0,1.0,2,0.98223239815,0.375,0.133333340287,1,0.994483797273,0.5,0.3125,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.999642149192,0.0
