,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120
622,0.0,0.0,0.173469,0.0178571,0.2,0.0238095,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.5,0.428571,0.573718,0.492308,0.470588,0.391304,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.25,0.5,0.25,1,1.0,1.0,1.0,2,1.0,1.0,1.0,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,0.0,0
623,0.0,0.0,0.1875,0.0,0.117647,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,0.4,0.571429,0.571429,0.454545,0.484848,2,1,1.0,0.333333,0.5,0.5,0.384615,0.410256,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,2,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.999981400346,0.666666666667,0.428571432829,1,0.999909108262,0.7,0.40000000596,1,0.998974053647,0.625,0.285714298487,1,0.999994000036,0.777777777778,0.538461565971,1,0.999999991391,0.999998945236,1
624,0.0,0.0,0.14,0.0,0.0909091,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,0.0,0.145833,0.0,0.16,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.5,0.375,0.511905,0.428571,0.487805,0.301887,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0833333333333,0.5,0.25,1,1.0,1.0,1.0,2,1.0,1.0,1.0,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,0.0,0
625,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,0.833333,0.909091,0.909091,0.725,0.731707,2,1,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,2,0.0,0.0,0.0,0,1.0,1.0,1.0,2,1.0,1.0,1.0,2,1.0,1.0,1.0,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,0.0,1
626,0.5,0.166667,0.47784099999999996,0.272204,0.351852,0.245614,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.75,0.6,0.731481,0.666667,0.40625,0.285714,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.2,0.166667,0.338113,0.220096,0.465116,0.274194,1,1,1.0,0.666667,0.8,0.8,0.76,0.769231,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,1.0,1.0,1.0,2,1.0,1.0,1.0,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,0.0,0
627,0.333333,0.2,0.43402799999999997,0.261364,0.257143,0.11320799999999999,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.666667,0.666667,0.888889,0.777778,0.941176,0.8,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.666667,0.666667,0.833333,0.763889,0.861111,0.74359,1,1,0.833333,0.833333,0.944444,0.888889,0.972222,0.894737,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.5,0.8,0.5,1,0.998596871536,0.555555555556,0.25,1,0.999402657032,0.6,0.29411765933,1,0.998817400198,0.5,0.307692319155,1,0.999440313424,0.625,0.416666656733,1,0.999997668454,0.999998284547,0
628,1.0,0.8,0.8888889999999999,0.8888889999999999,0.702703,0.710526,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.6,0.6,0.666667,0.64,0.576923,0.606061,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,1.0,1.0,2,1.0,1.0,1.0,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,0.0,1
629,1.0,0.5,0.666667,0.666667,0.625,0.64,1,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.8,0.666667,0.80303,0.772727,0.862069,0.689655,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.875,0.777778,0.872549,0.852941,0.914894,0.808511,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,2,0.0,0.0,0.0,0,1.0,1.0,1.0,2,1.0,1.0,1.0,2,1.0,1.0,1.0,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,0.0,1
630,0.0,0.0,0.28869,0.1125,0.25,0.10526300000000001,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,0.4,0.571429,0.571429,0.470588,0.5,2,1,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,1.0,1.0,1.0,2,1.0,1.0,1.0,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,0.0,0
631,0.0,0.0,0.138889,0.0,0.07142860000000001,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.25,0.2,0.404321,0.222222,0.205882,0.105263,1,1,1.0,0.666667,0.8,0.8,0.666667,0.684211,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.5862491236e-06,0.545454545455,0.263157904148,1,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.999108495489,0.444444444444,0.25,1,0.995892838345,0.5,0.25,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.999982195917,0.0,0
632,0.666667,0.5,0.684524,0.571429,0.555556,0.40625,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,0.714286,0.833333,0.833333,0.864865,0.864865,2,1,0.833333,0.714286,0.820513,0.807692,0.846154,0.829268,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.999692194773,0.6,0.333333343267,1,0.999823431182,0.6,0.375,1,0.999631036185,0.6,0.357142865658,1,0.999861119291,0.6,0.428571432829,1,0.99999987401,0.999999844472,0
633,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0.0,0.0,0.301282,0.0,0.157895,0.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.301282,0.0,0.157895,0.0,1,1,0.8,0.666667,0.809441,0.727273,0.589744,0.416667,1,1,0.666667,0.5,0.700549,0.571429,0.5,0.309524,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,2.66737796746e-05,0.5,0.29411765933,1,0.0,0.0,0.0,0,0.0,0.0,0.0,1,1.0,1.0,1.0,2,1.0,1.0,1.0,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,0.0,0
634,1.0,0.833333,0.909091,0.909091,0.8536590000000001,0.8536590000000001,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,0.675676,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,1.0,1.0,2,1.0,1.0,1.0,2,1.0,1.0,1.0,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,0.0,1
635,1.0,0.4,0.571429,0.571429,0.470588,0.594595,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.166667,0.0,0.166667,0.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.75,0.545455,0.782456,0.699826,0.425926,0.440678,1,1,1.0,0.375,0.545455,0.545455,0.514286,0.558824,2,1,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,2,0.0,0.0,0.0,0,0.333333333333,0.666666666667,0.333333343267,1,0.986826166722,0.333333333333,0.20000000298,1,0.998864490847,0.5,0.29411765933,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.999820525413,0.0,1
636,0.0,0.0,0.05,0.0,0.043478300000000004,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,0.5,0.666667,0.666667,0.625,0.666667,2,1,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,1.0,1.0,1.0,2,1.0,1.0,1.0,2,0.974438635562,0.266666666667,0.142857149243,1,0.986949800251,0.384615384615,0.20000000298,1,1.0,0.999137790771,0
637,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.7,0.636364,0.712963,0.678571,0.6875,0.513514,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.888889,0.888889,0.925926,0.916667,0.918367,0.88,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,1.0,1.0,2,1.0,1.0,1.0,2,1.0,1.0,1.0,2,0.999880814207,0.666666666667,0.307692319155,1,0.999995000025,0.777777777778,0.538461565971,1,1.0,0.999999985766,1
638,0.0,0.0,0.350159,0.0966667,0.290323,0.0377358,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.25,0.25,0.5,0.35,0.55,0.1875,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.571429,0.571429,0.714286,0.628571,0.785714,0.518519,1,1,0.571429,0.571429,0.714286,0.628571,0.785714,0.518519,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0769230769231,0.5,0.25,1,0.995117357175,0.444444444444,0.25,1,0.991446198775,0.6,0.3125,1,0.99507636216,0.625,0.307692319155,1,0.991441873746,0.555555555556,0.357142865658,1,0.999901499498,0.999901015671,0
639,0.0,0.0,0.52381,0.32222199999999995,0.875,0.545455,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.8,0.363636,0.5,0.5,0.243243,0.261538,1,1,0.8,0.444444,0.633333,0.6,0.531915,0.54,1,1,1.0,0.5,0.666667,0.666667,0.6,0.666667,2,1,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,2,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.998941421775,0.6,0.25,1,0.999779648565,0.7,0.333333343267,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.999998828461,0.0,1
640,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.857143,0.857143,0.857143,0.857143,0.621622,0.820513,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,2,0.0,0.0,0.0,0,1.0,1.0,1.0,2,1.0,1.0,1.0,2,1.0,1.0,1.0,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,0.0,1
641,0.0,0.0,0.175238,0.0,0.125,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.333333,0.222222,0.43619,0.266667,0.4,0.162162,1,1,1.0,0.428571,0.6,0.6,0.45,0.475,2,1,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.20741449091e-06,0.454545454545,0.263157904148,1,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.989627516078,0.333333333333,0.117647059262,1,0.995836804654,0.6,0.25,1,0.99050393968,0.333333333333,0.117647059262,1,0.999928305141,0.6,0.333333343267,1,0.999872683242,0.999908090821,0
642,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.666667,0.8,0.8,0.5625,0.575758,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.714286,0.625,0.693333,0.688889,0.571429,0.464286,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,1.0,1.0,2,0.999966201142,0.777777777778,0.428571432829,1,0.999861919069,0.6,0.375,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.999999979786,0.0,1
643,0.4,0.333333,0.574026,0.400974,0.212121,0.36956500000000003,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.6,0.375,0.624542,0.512821,0.487179,0.4,1,1,1.0,0.333333,0.5,0.5,0.387097,0.419355,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,1.0,1.0,2,0.991357248373,0.333333333333,0.1875,1,0.993634084511,0.6,0.357142865658,1,0.999757059035,0.75,0.416666656733,1,0.999944003136,0.777777777778,0.583333313465,1,0.999882962627,0.999999937815,1
644,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,0.857143,0.923077,0.923077,0.62069,0.896552,2,1,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0169491525424,0.818181818182,0.692307710648,1,0.0,0.0,0.0,0,0.0,0.0,0.0,1,1.0,1.0,1.0,2,1.0,1.0,1.0,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,0.0,1
645,1.0,0.333333,0.5,0.5,0.368421,0.4,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,0.666667,0.8,0.8,0.290323,0.548387,2,1,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.999754160452,0.444444444444,0.25,1,0.999978600458,0.7,0.466666668653,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.999999939075,0.0,1
646,1.0,0.4,0.571429,0.571429,0.434783,0.5,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.857143,0.5,0.631579,0.631579,0.47541,0.557377,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,1.0,1.0,1.0,2,1.0,1.0,1.0,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,0.0,1
647,0.0,0.0,0.298942,0.0802469,0.22222199999999998,0.0408163,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,1.0,1.0,1.0,2,1.0,1.0,1.0,2,0.979610389356,0.25,0.133333340287,1,0.990972242867,0.555555555556,0.25,1,1.0,0.999484051644,0
648,1.0,0.833333,0.909091,0.909091,0.44444399999999995,0.837838,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.666667,0.666667,0.857143,0.759259,0.6,0.78125,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,1.0,1.0,2,1.0,1.0,1.0,2,1.0,1.0,1.0,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,0.0,1
649,1.0,0.8,0.8888889999999999,0.8888889999999999,0.833333,0.833333,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.833333,0.714286,0.846154,0.8,0.85,0.809524,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,1.0,1.0,2,0.999948802621,0.666666666667,0.428571432829,1,0.999948002704,0.7,0.375,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.999999994675,0.0,1
650,0.0,0.0,0.196088,0.0519481,0.214286,0.043478300000000004,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.4,0.25,0.426374,0.307692,0.390244,0.270833,1,1,1.0,0.375,0.545455,0.545455,0.422222,0.454545,2,1,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,3.08066822158e-07,0.4,0.157894730568,1,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.999575580209,0.444444444444,0.266666680574,1,0.999961301498,0.7,0.5,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.999999818217,0.0,0
651,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.833333,0.714286,0.892308,0.857143,0.818182,0.787234,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,2,0.0,0.0,0.0,0,1.0,1.0,1.0,2,1.0,1.0,1.0,2,1.0,1.0,1.0,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,0.0,1
